weekid,song,performer,week_position,Last Week,peak_position,weeks_on_chart,Image URL,month,week_of_year,is_december
2020-12-30,Rockin' Around The Christmas Tree,Justin Bieber,61,87,61,4,https://charts-static.billboard.com/img/2020/11/justin-bieber-f8k-rockin-around-the-christmas-tree-hjj-180x180.jpg,12,53,True
2020-12-30,Silent Night,Carrie Underwood,94,94,2,1,https://charts-static.billboard.com/img/2005/04/carrie-underwood-dzv-180x180.jpg,12,53,True
2021-01-06,All I Want For Christmas Is You,Mariah Carey,9,1,1,44,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,1,False
2021-01-06,Rockin' Around The Christmas Tree,Brenda Lee,12,2,2,39,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,1,1,False
2021-01-06,Jingle Bell Rock,Bobby Helms,15,3,3,36,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,1,1,False
2021-01-06,A Holly Jolly Christmas,Burl Ives,17,4,4,20,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,1,1,False
2021-01-06,It'S The Most Wonderful Time Of The Year,Andy Williams,28,5,5,21,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,1,1,False
2021-01-06,Run Rudolph Run,Chuck Berry,29,10,10,9,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,1,1,False
2021-01-06,Feliz Navidad,Jose Feliciano,39,6,6,15,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,1,1,False
2021-01-06,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",44,11,11,27,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,1,1,False
2021-01-06,Underneath The Tree,Kelly Clarkson,50,12,12,10,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,1,1,False
2021-01-27,Better Days,Ant Clemons Featuring Justin Timberlake,94,94,1,1,https://charts-static.billboard.com/img/2021/01/ant-clemons-000-better-days-m4o-180x180.jpg,1,4,False
2021-10-27,Better Days,Neiked X Mae Muller X Polo G,57,57,1,1,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,10,43,False
2021-11-03,Better Days,Neiked X Mae Muller X Polo G,35,57,35,2,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,11,44,False
2021-11-10,Better Days,Neiked X Mae Muller X Polo G,29,35,29,3,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,11,45,False
2021-11-17,Better Days,Neiked X Mae Muller X Polo G,29,29,29,4,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,11,46,False
2021-11-24,Better Days,Neiked X Mae Muller X Polo G,29,29,29,5,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,11,47,False
2021-11-24,All I Want For Christmas Is You,Mariah Carey,36,1,45,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,11,47,False
2021-12-01,All I Want For Christmas Is You,Mariah Carey,12,36,1,46,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,48,True
2021-12-01,Rockin' Around The Christmas Tree,Brenda Lee,14,2,40,1,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,48,True
2021-12-01,Jingle Bell Rock,Bobby Helms,20,3,37,1,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,48,True
2021-12-01,A Holly Jolly Christmas,Burl Ives,27,4,21,1,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,48,True
2021-12-01,It'S The Most Wonderful Time Of The Year,Andy Williams,30,5,22,1,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,48,True
2021-12-01,Better Days,Neiked X Mae Muller X Polo G,34,29,29,6,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,12,48,True
2021-12-01,Last Christmas,Wham!,40,9,20,1,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,48,True
2021-12-08,All I Want For Christmas Is You,Mariah Carey,3,12,1,47,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,49,True
2021-12-08,Rockin' Around The Christmas Tree,Brenda Lee,4,14,2,41,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,49,True
2021-12-08,Jingle Bell Rock,Bobby Helms,5,20,3,38,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,49,True
2021-12-08,A Holly Jolly Christmas,Burl Ives,7,27,4,22,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,49,True
2021-12-08,It'S The Most Wonderful Time Of The Year,Andy Williams,11,30,5,23,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,49,True
2021-12-08,Last Christmas,Wham!,15,40,9,21,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,49,True
2021-12-08,Feliz Navidad,Jose Feliciano,16,6,16,1,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,12,49,True
2021-12-08,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",18,11,28,1,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,49,True
2021-12-08,It'S Beginning To Look A Lot Like Christmas,Michael Buble,20,20,6,1,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,12,49,True
2021-12-08,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,25,12,21,1,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,12,49,True
2021-12-08,Underneath The Tree,Kelly Clarkson,27,12,11,1,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,49,True
2021-12-08,Santa Tell Me,Ariana Grande,36,17,9,1,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,49,True
2021-12-08,Run Rudolph Run,Chuck Berry,40,10,10,1,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,12,49,True
2021-12-08,Better Days,Neiked X Mae Muller X Polo G,45,34,29,7,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,12,49,True
2021-12-15,All I Want For Christmas Is You,Mariah Carey,2,3,1,48,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,50,True
2021-12-15,Rockin' Around The Christmas Tree,Brenda Lee,3,4,2,42,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,50,True
2021-12-15,A Holly Jolly Christmas,Burl Ives,5,7,4,23,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,50,True
2021-12-15,Jingle Bell Rock,Bobby Helms,6,5,3,39,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,50,True
2021-12-15,It'S The Most Wonderful Time Of The Year,Andy Williams,10,11,5,24,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,50,True
2021-12-15,Last Christmas,Wham!,13,15,9,22,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,50,True
2021-12-15,Feliz Navidad,Jose Feliciano,14,16,6,17,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,12,50,True
2021-12-15,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",20,18,11,29,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,50,True
2021-12-15,It'S Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,21,12,9,1,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,12,50,True
2021-12-15,Underneath The Tree,Kelly Clarkson,24,27,12,12,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,50,True
2021-12-15,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,28,25,12,22,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,12,50,True
2021-12-15,Santa Tell Me,Ariana Grande,30,36,17,10,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,50,True
2021-12-15,It'S Beginning To Look A Lot Like Christmas,Michael Buble,32,20,20,7,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,12,50,True
2021-12-15,Run Rudolph Run,Chuck Berry,34,40,10,11,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,12,50,True
2021-12-15,Better Days,Neiked X Mae Muller X Polo G,51,45,29,8,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,12,50,True
2021-12-15,I'Ll Be Home For Christmas,Camila Cabello,97,97,1,1,https://charts-static.billboard.com/img/2021/12/camila-cabello-bvl-ill-be-home-for-christmas-j8p-180x180.jpg,12,50,True
2021-12-22,All I Want For Christmas Is You,Mariah Carey,1,2,1,49,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2021-12-22,Rockin' Around The Christmas Tree,Brenda Lee,2,3,2,43,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,51,True
2021-12-22,Jingle Bell Rock,Bobby Helms,4,6,3,40,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,51,True
2021-12-22,A Holly Jolly Christmas,Burl Ives,5,5,4,24,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,51,True
2021-12-22,It'S The Most Wonderful Time Of The Year,Andy Williams,7,10,5,25,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,51,True
2021-12-22,Last Christmas,Wham!,9,13,9,23,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,51,True
2021-12-22,Feliz Navidad,Jose Feliciano,11,14,6,18,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,12,51,True
2021-12-22,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",15,20,11,30,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,51,True
2021-12-22,Underneath The Tree,Kelly Clarkson,18,24,12,13,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,51,True
2021-12-22,It'S Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,19,21,12,10,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,12,51,True
2021-12-22,Santa Tell Me,Ariana Grande,24,30,17,11,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,51,True
2021-12-22,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,27,28,12,23,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,12,51,True
2021-12-22,Run Rudolph Run,Chuck Berry,32,34,10,12,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,12,51,True
2021-12-22,It'S Beginning To Look A Lot Like Christmas,Michael Buble,36,32,20,8,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,12,51,True
2021-12-22,Mistletoe,Justin Bieber,49,11,11,1,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg,12,51,True
2021-12-22,Better Days,Neiked X Mae Muller X Polo G,53,51,29,9,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,12,51,True
2021-12-22,I'Ll Be Home For Christmas,Camila Cabello,83,97,83,2,https://charts-static.billboard.com/img/2021/12/camila-cabello-bvl-ill-be-home-for-christmas-j8p-180x180.jpg,12,51,True
2021-12-29,All I Want For Christmas Is You,Mariah Carey,1,1,1,50,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,52,True
2021-12-29,Rockin' Around The Christmas Tree,Brenda Lee,2,2,2,44,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,52,True
2021-12-29,Jingle Bell Rock,Bobby Helms,3,4,3,41,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,52,True
2021-12-29,A Holly Jolly Christmas,Burl Ives,4,5,4,25,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,52,True
2021-12-29,It'S The Most Wonderful Time Of The Year,Andy Williams,6,7,5,26,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,52,True
2021-12-29,Last Christmas,Wham!,7,9,7,24,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,52,True
2021-12-29,Feliz Navidad,Jose Feliciano,8,11,6,19,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,12,52,True
2021-12-29,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",11,15,11,31,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,52,True
2021-12-29,Underneath The Tree,Kelly Clarkson,13,18,12,14,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,52,True
2021-12-29,It'S Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,17,19,12,11,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,12,52,True
2021-12-29,Santa Tell Me,Ariana Grande,18,24,17,12,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,52,True
2021-12-29,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,21,27,12,24,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,12,52,True
2021-12-29,Run Rudolph Run,Chuck Berry,25,32,10,13,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,12,52,True
2021-12-29,It'S Beginning To Look A Lot Like Christmas,Michael Buble,30,36,20,9,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,12,52,True
2021-12-29,Please Come Home For Christmas,Eagles,40,18,10,1,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,12,52,True
2021-12-29,Mistletoe,Justin Bieber,44,49,11,12,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg,12,52,True
2021-12-29,Deck The Halls,Nat King Cole,46,43,3,1,https://charts-static.billboard.com/img/2018/01/nat-king-cole-wkp-180x180.jpg,12,52,True
2021-12-29,Have Yourself A Merry Little Christmas,Michael Buble,47,47,2,1,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,12,52,True
2021-12-29,Better Days,Neiked X Mae Muller X Polo G,56,53,29,10,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,12,52,True
2021-12-29,I'Ll Be Home For Christmas,Camila Cabello,71,83,71,3,https://charts-static.billboard.com/img/2021/12/camila-cabello-bvl-ill-be-home-for-christmas-j8p-180x180.jpg,12,52,True
2022-01-05,All I Want For Christmas Is You,Mariah Carey,1,1,1,51,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,1,False
2022-01-05,Rockin' Around The Christmas Tree,Brenda Lee,3,2,2,45,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,1,1,False
2022-01-05,Jingle Bell Rock,Bobby Helms,4,3,3,42,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,1,1,False
2022-01-05,A Holly Jolly Christmas,Burl Ives,5,4,4,26,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,1,1,False
2022-01-05,It'S The Most Wonderful Time Of The Year,Andy Williams,8,6,5,27,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,1,1,False
2022-01-05,Feliz Navidad,Jose Feliciano,10,8,6,20,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,1,1,False
2022-01-05,Last Christmas,Wham!,11,7,7,25,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,1,1,False
2022-01-05,It'S Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,13,17,12,12,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,1,1,False
2022-01-05,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",18,11,11,32,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,1,1,False
2022-01-05,Underneath The Tree,Kelly Clarkson,21,13,12,15,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,1,1,False
2022-01-05,Santa Tell Me,Ariana Grande,23,18,17,13,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,1,1,False
2022-01-05,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,25,21,12,25,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,1,1,False
2022-01-05,Run Rudolph Run,Chuck Berry,26,25,10,14,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,1,1,False
2022-01-05,Better Days,Neiked X Mae Muller X Polo G,46,56,29,11,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,1,1,False
2022-01-05,It'S Beginning To Look A Lot Like Christmas,Michael Buble,47,30,20,10,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,1,1,False
2022-01-05,I'Ll Be Home For Christmas,Camila Cabello,74,71,71,4,https://charts-static.billboard.com/img/2021/12/camila-cabello-bvl-ill-be-home-for-christmas-j8p-180x180.jpg,1,1,False
2022-01-12,Better Days,Neiked X Mae Muller X Polo G,23,46,23,12,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,1,2,False
2022-01-19,Better Days,Neiked X Mae Muller X Polo G,33,23,23,13,https://charts-static.billboard.com/img/2021/10/neiked-hfv-better-days-f3b-180x180.jpg,1,3,False
